Date,DJIA,Open,High,Low,Vol.,Change %
2000/06/29,10398.04,10523.90,10523.90,10359.50,168.67M,-1.23%
2000/06/28,10527.80,10506.39,10620.42,10506.39,155.41M,0.22%
2000/06/27,10504.47,10541.58,10615.83,10504.46,159.24M,-0.37%
2000/06/26,10543.00,10403.69,10566.68,10403.69,157.39M,1.33%
2000/06/23,10404.76,10376.47,10478.65,10376.47,142.39M,0.28%
2000/06/22,10376.12,10495.97,10495.97,10335.46,189.28M,-1.16%
2000/06/21,10497.75,10446.83,10521.07,10410.06,204.54M,0.60%
2000/06/20,10435.17,10558.90,10561.38,10407.94,179.00M,-1.16%
2000/06/19,10557.85,10448.40,10597.44,10440.11,169.33M,1.04%
2000/06/16,10449.31,10717.76,10724.83,10449.30,233.10M,-2.48%
2000/06/15,10714.83,10689.63,10763.70,10669.21,176.20M,0.25%
2000/06/14,10687.96,10632.46,10737.71,10624.68,166.34M,0.62%
2000/06/13,10621.85,10562.31,10654.72,10492.79,155.19M,0.55%
2000/06/12,10564.21,10615.12,10652.59,10564.21,136.75M,-0.47%
2000/06/09,10614.07,10678.47,10763.77,10588.29,136.75M,-0.51%
2000/06/08,10668.73,10818.78,10823.66,10635.73,176.28M,-1.33%
2000/06/07,10812.87,10733.48,10848.38,10695.18,154.43M,0.72%
2000/06/06,10735.58,10822.61,10822.61,10707.72,169.37M,-0.74%
2000/06/05,10815.31,10793.11,10863.00,10752.28,151.12M,0.19%
2000/06/02,10794.76,10660.09,10846.08,10660.09,200.90M,1.34%
2000/06/01,10652.20,10532.27,10673.45,10513.08,183.99M,1.23%
2000/05/31,10522.34,10528.28,10599.43,10490.80,162.88M,-0.05%
2000/05/30,10527.14,10302.31,10528.15,10302.31,165.45M,2.21%
2000/05/26,10299.24,10322.89,10387.66,10258.81,129.20M,-0.24%
2000/05/25,10323.92,10529.87,10558.65,10266.00,184.38M,-2.01%
2000/05/24,10535.35,10420.90,10554.88,10364.01,225.35M,1.08%
2000/05/23,10422.28,10539.12,10557.45,10416.78,157.08M,-1.14%
2000/05/22,10542.55,10624.79,10664.54,10369.49,185.57M,-0.79%
2000/05/19,10626.86,10764.22,10764.22,10570.65,188.27M,-1.40%
2000/05/18,10777.28,10771.80,10864.32,10764.26,161.22M,0.07%
2000/05/17,10769.74,10930.64,10930.64,10752.61,169.57M,-1.51%
2000/05/16,10934.57,10816.01,10971.24,10816.01,181.92M,1.17%
2000/05/15,10807.78,10606.97,10811.55,10605.26,155.81M,1.87%
2000/05/12,10609.37,10549.06,10673.79,10543.92,137.77M,0.60%
2000/05/11,10545.97,10369.27,10575.10,10369.27,185.72M,1.72%
2000/05/10,10367.79,10533.09,10533.09,10292.10,225.97M,-1.60%
2000/05/09,10536.75,10607.54,10684.85,10514.25,166.32M,-0.63%
2000/05/08,10603.64,10571.31,10627.85,10522.07,144.18M,0.24%
2000/05/05,10577.86,10409.70,10585.92,10375.81,138.30M,1.59%
2000/05/04,10412.50,10478.89,10523.10,10407.53,169.17M,-0.65%
2000/05/03,10480.13,10732.21,10732.21,10400.09,200.22M,-2.34%
2000/05/02,10731.13,10805.58,10824.50,10710.02,208.61M,-0.75%
2000/05/01,10811.79,10749.42,10926.26,10724.22,174.02M,0.73%
2000/04/28,10733.92,10892.76,10959.23,10715.30,173.52M,-1.42%
2000/04/27,10888.11,10941.91,10941.91,10747.25,192.92M,-0.52%
2000/04/26,10945.50,11127.92,11141.88,10902.06,198.97M,-1.61%
2000/04/25,11124.83,10916.65,11136.61,10881.04,240.20M,2.01%
2000/04/24,10906.10,10822.33,10910.75,10695.44,295.33M,0.57%
2000/04/20,10844.06,10668.19,10845.29,10665.09,158.39M,1.58%
2000/04/19,10674.97,10748.97,10789.44,10632.15,193.86M,-0.86%
2000/04/18,10767.42,10584.02,10773.93,10571.34,218.38M,1.75%
2000/04/17,10582.52,10303.29,10583.75,10232.55,247.52M,2.69%
2000/04/14,10305.78,10922.85,10922.85,10201.53,267.58M,-5.66%
2000/04/13,10923.55,11132.58,11144.06,10920.76,200.24M,-1.81%
2000/04/12,11125.14,11283.05,11425.45,11116.75,234.78M,-1.43%
2000/04/11,11287.09,11180.98,11361.15,11102.48,171.13M,0.90%
2000/04/10,11186.57,11114.89,11287.70,11097.21,150.07M,0.68%
2000/04/07,11111.49,11122.03,11192.45,11062.77,156.50M,-0.03%
2000/04/06,11114.28,11029.56,11201.14,11029.56,161.82M,0.73%
2000/04/05,11033.93,11163.29,11218.21,11002.58,189.31M,-1.17%
2000/04/04,11164.85,11225.34,11418.24,10717.78,319.28M,-0.51%
2000/04/03,11221.94,10863.28,11223.79,10862.97,279.95M,2.75%
2000/03/31,10921.93,10993.28,11107.76,10921.92,179.59M,-0.53%
2000/03/30,10980.25,11008.17,11144.06,10916.34,214.19M,-0.35%
2000/03/29,11018.72,10939.05,11101.55,10910.75,199.37M,0.76%
2000/03/28,10936.12,11023.68,11094.34,10932.78,177.78M,-0.81%
2000/03/27,11025.86,11093.25,11170.82,10982.73,184.88M,-0.78%
2000/03/24,11112.73,11107.45,11234.65,11045.09,217.14M,-0.06%
2000/03/23,11119.86,10884.38,11136.61,10831.02,224.71M,2.33%
2000/03/22,10866.70,10916.96,10917.27,10789.13,195.83M,-0.37%
2000/03/21,10907.35,10680.24,10907.34,10603.61,211.95M,2.13%
2000/03/20,10680.25,10594.75,10727.71,10586.99,177.73M,0.80%
2000/03/17,10595.24,10629.98,10763.38,10567.31,247.83M,-0.33%
2000/03/16,10630.61,10139.58,10632.46,10138.34,253.79M,4.93%
2000/03/15,10131.42,9808.15,10180.20,9776.49,204.92M,3.26%
2000/03/14,9811.24,9957.67,10043.30,9811.24,186.08M,-1.37%
2000/03/13,9947.13,9911.22,9998.55,9735.54,186.21M,0.18%
2000/03/10,9928.83,10008.55,10091.39,9907.26,197.44M,-0.82%
2000/03/09,10010.73,9855.29,10010.73,9738.95,187.36M,1.56%
2000/03/08,9856.54,9800.69,9918.89,9731.81,223.31M,0.62%
2000/03/07,9796.04,10197.61,10229.14,9752.68,278.18M,-3.68%
2000/03/06,10170.51,10358.96,10383.95,10121.48,172.59M,-1.90%
2000/03/03,10367.20,10171.12,10443.52,10171.12,210.28M,1.99%
2000/03/02,10164.92,10135.44,10212.39,10103.49,206.51M,0.27%
2000/03/01,10137.93,10128.11,10186.33,10084.56,216.78M,0.09%
2000/02/29,10128.31,10039.58,10204.94,10029.96,191.36M,0.89%
2000/02/28,10038.66,9854.66,10156.54,9842.57,213.19M,1.79%
2000/02/25,9862.12,10090.77,10132.42,9836.06,195.10M,-2.28%
2000/02/24,10092.64,10242.48,10248.06,9942.78,237.41M,-1.30%
2000/02/23,10225.73,10294.82,10338.35,10164.92,185.23M,-0.77%
2000/02/22,10304.85,10219.83,10336.79,10103.80,194.20M,0.83%
2000/02/18,10219.53,10514.57,10517.75,10199.98,208.93M,-2.81%
2000/02/17,10514.57,10565.76,10671.86,10454.61,195.83M,-0.44%
2000/02/16,10561.42,10711.82,10741.67,10561.41,163.24M,-1.46%
2000/02/15,10718.10,10520.15,10763.07,10494.48,183.32M,1.88%
2000/02/14,10519.85,10431.65,10549.00,10430.80,167.24M,0.91%
2000/02/11,10425.22,10638.64,10638.64,10356.96,193.54M,-2.05%
2000/02/10,10643.64,10697.92,10738.25,10606.40,156.39M,-0.52%
2000/02/09,10699.17,10948.82,10948.82,10698.85,168.55M,-2.36%
2000/02/08,10957.61,10904.26,11023.06,10904.26,168.89M,0.48%
2000/02/07,10905.79,10965.97,10970.94,10846.22,145.66M,-0.53%
2000/02/04,10963.81,11014.37,11089.45,10943.02,166.58M,-0.45%
2000/02/03,11013.45,11010.48,11079.52,10842.26,178.63M,0.09%
2000/02/02,11003.21,11037.64,11118.93,10987.07,164.06M,-0.34%
2000/02/01,11041.06,10937.74,11073.32,10907.96,183.04M,0.92%
2000/01/31,10940.54,10735.77,10956.67,10701.64,191.88M,1.88%
2000/01/28,10738.88,11024.92,11024.92,10735.77,183.06M,-2.62%
2000/01/27,11028.03,11035.55,11164.14,10915.40,194.28M,-0.04%
2000/01/26,11032.99,11025.85,11131.03,11002.58,188.84M,0.03%
2000/01/25,11029.89,11010.96,11079.52,10883.45,209.23M,0.20%
2000/01/24,11008.17,11251.94,11366.50,10917.27,202.74M,-2.16%
2000/01/21,11251.72,11356.26,11387.60,11232.48,205.84M,-0.88%
2000/01/20,11351.30,11490.29,11558.70,11274.98,191.23M,-1.20%
2000/01/19,11489.37,11535.24,11574.68,11456.01,192.94M,-0.62%
2000/01/18,11560.73,11719.19,11720.12,11546.45,200.22M,-1.38%
2000/01/14,11722.98,11619.35,11750.28,11612.53,238.62M,1.21%
2000/01/13,11582.44,11558.24,11656.58,11524.11,174.91M,0.27%
2000/01/12,11551.11,11568.47,11612.53,11505.18,194.05M,0.35%
2000/01/11,11511.09,11568.47,11663.10,11502.70,177.30M,-0.53%
2000/01/10,11572.20,11247.06,11638.28,11532.48,168.18M,0.43%
2000/01/07,11522.56,11247.06,11528.14,11239.92,184.90M,2.39%
2000/01/06,11253.27,11113.37,11313.45,11098.45,176.55M,1.17%
2000/01/05,11122.66,10989.37,11215.10,10938.67,203.19M,1.13%
2000/01/04,10997.94,11349.75,11350.06,10986.45,178.42M,-3.17%
2000/01/03,11357.51,11501.85,11522.01,11305.69,169.75M,-1.21%
1999/12/31,11497.12,11453.48,11542.41,11442.82,43.62M,0.39%
1999/12/30,11452.86,11484.36,11568.77,11446.74,67.60M,-0.28%
1999/12/29,11484.67,11472.88,11543.08,11465.17,69.88M,0.07%
1999/12/28,11476.71,11389.24,11517.39,11382.21,91.56M,0.75%
1999/12/27,11391.08,11410.65,11475.18,11380.60,111.50M,-0.13%
1999/12/23,11405.76,11202.07,11443.07,11202.07,97.85M,1.80%
1999/12/22,11203.61,11199.45,11260.18,11181.89,115.11M,0.03%
1999/12/21,11200.55,11142.43,11237.85,11098.01,141.38M,0.50%
1999/12/20,11144.28,11254.50,11310.03,11110.93,131.09M,-1.01%
1999/12/17,11257.43,11259.26,11383.74,11257.43,274.05M,0.11%
1999/12/16,11244.89,11224.40,11244.89,11124.39,190.76M,0.17%
1999/12/15,11225.32,11158.78,11282.20,11130.51,234.24M,0.58%
1999/12/14,11160.18,11195.34,11235.71,11143.05,200.62M,-0.29%
1999/12/13,11192.60,11217.46,11250.39,11162.31,149.86M,-0.29%
1999/12/10,11224.71,11137.85,11274.55,11118.27,170.11M,0.81%
1999/12/09,11134.79,11073.62,11204.21,11054.66,177.98M,0.60%
1999/12/08,11068.12,11107.26,11171.79,11068.12,148.81M,-0.35%
1999/12/07,11106.66,11221.65,11253.45,11106.65,169.04M,-1.05%
1999/12/06,11225.02,11286.79,11297.80,11193.51,134.76M,-0.54%
1999/12/03,11286.18,11046.10,11341.23,11045.79,167.79M,2.24%
1999/12/02,11039.07,10995.02,11070.72,10988.60,132.56M,0.37%
1999/12/01,10998.39,10876.47,11000.83,10859.65,145.82M,1.11%
1999/11/30,10877.81,10945.49,11045.48,10873.61,157.39M,-0.64%
1999/11/29,10947.93,10985.73,10987.38,10886.15,148.33M,-0.37%
1999/11/26,10988.91,11007.26,11055.58,10984.01,64.24M,-0.18%
1999/11/24,11008.18,11000.22,11044.26,10949.15,132.16M,0.11%
1999/11/23,10995.64,11090.29,11101.76,10976.37,159.84M,-0.85%
1999/11/22,11089.53,11008.78,11112.77,10978.20,181.94M,0.78%
1999/11/19,11003.90,11033.25,11036.62,10976.06,157.69M,-0.29%
1999/11/18,11035.70,10887.67,11049.46,10886.15,165.08M,1.40%
1999/11/17,10883.09,10929.00,10937.53,10879.11,157.13M,-0.45%
1999/11/16,10932.33,10762.89,10937.83,10757.39,162.77M,1.59%
1999/11/15,10760.76,10764.73,10798.37,10712.13,130.86M,-0.08%
1999/11/12,10769.32,10593.51,10771.76,10542.39,158.32M,1.64%
1999/11/11,10595.30,10603.25,10643.93,10543.92,130.06M,-0.02%
1999/11/10,10597.75,10611.94,10654.63,10536.27,148.24M,-0.18%
1999/11/09,10617.32,10715.10,10765.65,10585.21,168.95M,-0.95%
1999/11/08,10718.86,10668.42,10748.52,10650.35,213.12M,0.13%
1999/11/05,10704.49,10639.95,10842.72,10638.42,171.66M,0.61%
1999/11/04,10639.65,10612.42,10711.82,10602.94,195.63M,0.29%
1999/11/03,10609.07,10582.54,10650.35,10563.19,153.74M,0.26%
1999/11/02,10581.84,10653.71,10751.88,10572.67,143.43M,-0.63%
1999/11/01,10648.52,10730.79,10745.77,10648.51,150.03M,-0.76%
1999/10/29,10729.87,10629.18,10790.02,10628.87,136.61M,1.01%
1999/10/28,10622.54,10397.67,10637.73,10397.67,144.68M,2.19%
1999/10/27,10394.90,10302.76,10420.54,10273.95,108.11M,0.90%
1999/10/26,10302.13,10350.88,10408.19,10300.86,116.93M,-0.46%
1999/10/25,10349.94,10468.98,10469.30,10315.11,99.38M,-1.15%
1999/10/22,10470.25,10298.96,10520.90,10298.96,127.48M,1.68%
1999/10/21,10297.70,10390.71,10390.71,10177.38,188.05M,-0.91%
1999/10/20,10392.36,10203.31,10392.36,10203.31,111.75M,1.84%
1999/10/19,10204.93,10117.54,10335.37,10117.54,99.72M,0.88%
1999/10/18,10116.28,10018.45,10127.99,9976.02,91.68M,0.96%
1999/10/15,10019.72,10286.61,10286.61,9998.18,114.64M,-2.59%
1999/10/14,10286.62,10286.61,10342.97,10133.69,100.33M,0.53%
1999/10/13,10232.16,10412.31,10443.02,10226.46,92.23M,-1.77%
1999/10/12,10417.06,10648.81,10648.81,10417.06,77.47M,-2.17%
1999/10/11,10648.18,10649.76,10719.10,10634.88,71.71M,-0.01%
1999/10/08,10649.77,10534.52,10655.78,10506.34,96.89M,1.07%
1999/10/07,10537.06,10588.34,10604.49,10508.24,87.86M,-0.48%
1999/10/06,10588.35,10399.77,10588.34,10399.45,100.93M,1.81%
1999/10/05,10400.60,10401.23,10509.19,10277.11,118.51M,-0.01%
1999/10/04,10401.23,10274.58,10417.69,10274.27,99.08M,1.25%
1999/10/01,10273.00,10335.69,10335.69,10184.03,109.89M,-0.62%
1999/09/30,10336.96,10214.11,10402.81,10212.84,108.36M,1.21%
1999/09/29,10213.48,10274.27,10334.74,10210.94,88.81M,-0.60%
1999/09/28,10275.54,10300.51,10310.04,10081.13,93.52M,-0.27%
1999/09/27,10303.40,10279.33,10402.49,10279.33,79.05M,0.23%
1999/09/24,10279.34,10311.94,10336.32,10187.20,94.08M,-0.38%
1999/09/23,10318.60,10524.07,10572.51,10302.13,99.50M,-1.95%
1999/09/22,10524.07,10599.42,10606.07,10493.99,95.22M,-0.70%
1999/09/21,10598.48,10822.95,10822.95,10551.93,82.63M,-2.08%
1999/09/20,10823.90,10801.87,10845.74,10780.84,57.67M,0.19%
1999/09/17,10803.64,10745.38,10860.94,10745.06,102.60M,0.62%
1999/09/16,10737.47,10795.77,10799.25,10626.65,77.20M,-0.59%
1999/09/15,10801.42,10910.40,11013.86,10798.57,78.97M,-1.00%
1999/09/14,10910.34,11028.74,11028.74,10886.27,74.20M,-1.09%
1999/09/13,11030.33,11027.40,11042.36,10982.20,67.13M,0.02%
1999/09/10,11028.43,11031.28,11142.41,11023.99,70.47M,-0.46%
1999/09/09,11079.40,11031.28,11095.86,10981.89,78.92M,0.39%
1999/09/08,11036.35,11034.13,11117.39,10967.00,86.07M,0.02%
1999/09/07,11034.13,11079.08,11104.10,11011.96,79.91M,-0.40%
1999/09/03,11078.46,10856.19,11087.00,10856.19,79.66M,2.17%
1999/09/02,10843.21,10828.44,10934.08,10732.71,77.11M,-0.87%
1999/09/01,10937.88,10828.44,10941.36,10828.44,80.83M,1.00%
1999/08/31,10829.28,10909.70,10982.20,10782.11,100.53M,-0.78%
1999/08/30,10914.13,11087.69,11123.09,10902.10,70.32M,-1.59%
1999/08/27,11090.17,11198.45,11229.16,11077.82,60.34M,-0.97%
1999/08/26,11198.45,11326.04,11333.00,11191.48,74.93M,-1.13%
1999/08/25,11326.04,11282.38,11334.59,11198.45,99.87M,0.38%
1999/08/24,11283.30,11297.54,11365.93,11194.01,83.02M,-0.15%
1999/08/23,11299.76,11099.66,11299.76,11098.08,85.07M,1.79%
1999/08/20,11100.62,10963.84,11100.61,10963.84,87.58M,1.25%
1999/08/19,10963.84,10988.85,10995.50,10873.29,87.21M,-0.25%
1999/08/18,10991.39,11109.66,11110.92,10982.84,85.32M,-1.13%
1999/08/17,11117.08,11049.64,11117.08,11011.65,84.28M,0.64%
1999/08/16,11046.80,10980.11,11046.79,10950.86,65.13M,0.67%
1999/08/13,10973.66,10786.70,10981.89,10786.70,77.85M,1.71%
1999/08/12,10789.39,10785.65,10900.83,10780.84,71.31M,0.01%
1999/08/11,10787.81,10650.59,10795.72,10646.91,85.16M,1.25%
1999/08/10,10655.15,10704.22,10714.67,10549.08,98.92M,-0.49%
1999/08/09,10707.71,10714.03,10761.84,10683.32,81.31M,-0.06%
1999/08/06,10714.04,10792.58,10818.20,10653.25,84.82M,-0.74%
1999/08/05,10793.82,10675.41,10798.25,10566.18,102.81M,1.12%
1999/08/04,10674.78,10675.66,10829.91,10670.03,88.66M,-0.02%
1999/08/03,10677.31,10645.96,10727.97,10613.99,76.71M,0.29%
1999/08/02,10645.97,10654.83,10791.60,10615.25,68.67M,-0.09%
1999/07/30,10655.15,10791.29,10825.80,10647.86,82.55M,-1.26%
1999/07/29,10791.29,10971.36,10971.36,10714.03,74.60M,-1.65%
1999/07/28,10972.08,10970.80,11023.99,10925.85,65.37M,-0.06%
1999/07/27,10979.04,10862.84,11031.28,10862.84,73.55M,1.07%
1999/07/26,10863.16,10907.80,10929.33,10831.81,69.27M,-0.44%
1999/07/23,10910.97,10969.22,11006.58,10861.89,64.99M,-0.53%
1999/07/22,10969.22,11002.78,11044.26,10880.25,84.31M,-0.31%
1999/07/21,11002.78,10998.94,11055.97,10945.48,85.19M,0.06%
1999/07/20,10996.14,11188.00,11188.63,10969.54,88.32M,-1.71%
1999/07/19,11187.68,11209.84,11252.27,11159.82,79.78M,-0.20%
1999/07/16,11209.85,11186.35,11213.33,11143.04,80.45M,0.21%
1999/07/15,11186.42,11149.37,11217.76,11149.37,83.29M,0.34%
1999/07/14,11148.11,11177.55,11209.21,11112.01,72.72M,-0.24%
1999/07/13,11175.02,11200.03,11211.11,11085.10,80.11M,-0.23%
1999/07/12,11200.98,11193.38,11230.74,11149.69,75.30M,0.07%
1999/07/09,11193.70,11125.63,11194.33,11124.04,88.43M,0.60%
1999/07/08,11126.90,11182.62,11211.11,11092.07,97.37M,-0.54%
1999/07/07,11187.37,11135.12,11187.36,11080.35,81.75M,0.47%
1999/07/06,11135.13,11137.47,11236.76,11104.10,78.11M,-0.04%
1999/07/02,11139.25,11065.15,11139.56,11058.82,65.82M,0.66%
1999/07/01,11066.43,10966.05,11080.35,10903.68,100.67M,0.87%
1999/06/30,10970.81,10813.89,11003.41,10731.45,125.38M,1.44%
1999/06/29,10815.35,10655.46,10815.35,10633.93,82.39M,1.50%
1999/06/28,10655.15,10555.88,10692.51,10555.88,71.64M,0.97%
1999/06/25,10552.57,10542.43,10650.40,10538.00,62.02M,0.17%
1999/06/24,10534.84,10666.86,10666.86,10471.20,78.75M,-1.24%
1999/06/23,10666.87,10721.63,10725.12,10616.84,68.71M,-0.51%
1999/06/22,10721.64,10815.98,10815.98,10708.65,67.37M,-0.87%
1999/06/21,10815.99,10854.75,10880.25,10755.83,74.69M,-0.36%
1999/06/18,10855.56,10847.64,10888.49,10811.55,110.99M,0.13%
1999/06/17,10841.63,10777.72,10870.44,10714.35,70.15M,0.53%
1999/06/16,10784.96,10598.54,10800.47,10598.22,86.49M,1.79%
1999/06/15,10594.99,10563.33,10682.06,10562.06,73.19M,0.30%
1999/06/14,10563.33,10490.83,10606.39,10486.71,67.04M,0.69%
1999/06/11,10490.51,10618.23,10691.56,10430.67,77.53M,-1.23%
1999/06/10,10621.27,10690.29,10690.29,10526.29,86.33M,-0.65%
1999/06/09,10690.29,10765.64,10790.02,10672.56,77.25M,-0.70%
1999/06/08,10765.65,10908.12,10909.07,10724.17,80.04M,-1.32%
1999/06/07,10909.39,10799.20,10917.30,10782.74,84.22M,1.01%
1999/06/04,10799.84,10661.79,10799.84,10659.58,87.58M,1.28%
1999/06/03,10663.70,10577.26,10667.18,10577.26,71.28M,0.81%
1999/06/02,10577.90,10594.89,10627.60,10464.55,79.17M,-0.17%
1999/06/01,10596.26,10561.01,10597.52,10409.14,84.67M,0.35%
1999/05/28,10559.75,10468.49,10589.50,10467.24,72.82M,0.89%
1999/05/27,10466.93,10701.28,10701.28,10434.26,98.02M,-2.20%
1999/05/26,10702.16,10530.89,10721.33,10518.70,97.20M,1.62%
1999/05/25,10531.09,10829.87,10754.66,10530.21,89.82M,-1.16%
1999/05/24,10654.68,10829.87,10856.42,10626.65,92.34M,-1.61%
1999/05/21,10829.28,10867.04,10888.86,10787.40,79.81M,-0.34%
1999/05/20,10866.74,10887.68,10946.08,10866.74,77.58M,-0.19%
1999/05/19,10887.39,10836.67,10891.81,10797.13,83.78M,0.47%
1999/05/18,10836.95,10849.79,10930.75,10740.80,95.79M,-0.15%
1999/05/17,10853.47,10910.57,10910.57,10745.80,78.88M,-0.55%
1999/05/14,10913.32,11105.90,11106.76,10870.08,88.15M,-1.75%
1999/05/13,11107.19,10998.43,11130.67,10998.43,86.56M,0.97%
1999/05/12,11000.37,11023.61,11043.61,10812.81,93.55M,-0.23%
1999/05/11,11026.14,11001.23,11102.32,10970.59,95.28M,0.17%
1999/05/10,11007.24,11029.14,11100.60,10951.98,91.67M,-0.22%
1999/05/07,11031.59,10947.11,11033.88,10933.65,91.89M,0.77%
1999/05/06,10946.82,10949.73,10980.04,10852.32,118.31M,-0.08%
1999/05/05,10955.42,10883.54,10955.41,10775.86,110.84M,0.64%
1999/05/04,10886.12,11014.69,11035.31,10868.36,105.90M,-1.17%
1999/05/03,11014.69,10789.04,11014.69,10756.11,94.52M,2.09%
1999/04/30,10789.04,10876.95,10961.71,10654.73,122.04M,-0.82%
1999/04/29,10878.38,10844.78,10928.21,10834.86,104.67M,0.30%
1999/04/28,10845.45,10831.99,10935.37,10811.09,99.54M,0.13%
1999/04/27,10831.71,10719.16,10847.74,10719.16,103.39M,1.06%
1999/04/26,10718.59,10689.67,10729.19,10649.86,86.86M,0.27%
1999/04/23,10689.67,10726.04,10754.67,10646.71,106.99M,-0.35%
1999/04/22,10727.18,10580.62,10753.81,10580.05,107.78M,1.38%
1999/04/21,10581.42,10448.96,10581.42,10420.77,95.18M,1.27%
1999/04/20,10448.55,10440.53,10496.37,10333.15,113.40M,0.08%
1999/04/19,10440.53,10493.89,10765.74,10404.87,145.00M,-0.51%
1999/04/16,10493.89,10463.56,10520.01,10386.61,113.56M,0.30%
1999/04/15,10462.72,10411.66,10500.74,10378.63,137.10M,0.49%
1999/04/14,10411.66,10394.73,10526.54,10367.81,107.23M,0.16%
1999/04/13,10395.01,10340.62,10418.87,10316.47,88.69M,0.54%
1999/04/12,10339.51,10174.11,10340.62,10096.69,84.54M,1.63%
1999/04/09,10173.83,10197.70,10212.13,10094.47,79.95M,-0.23%
1999/04/08,10197.70,10086.42,10209.08,10059.78,91.21M,1.11%
1999/04/07,10085.31,9963.49,10089.75,9955.16,95.47M,1.22%
1999/04/06,9963.49,10004.84,10030.37,9915.76,74.90M,-0.44%
1999/04/05,10007.33,9836.12,10023.15,9836.12,71.12M,1.78%
1999/04/01,9832.50,9786.44,9840.00,9765.63,68.32M,0.47%
1999/03/31,9786.16,9914.37,10002.34,9781.45,111.74M,-1.28%
1999/03/30,9913.26,10003.84,10003.84,9874.41,74.21M,-0.93%
1999/03/29,10006.78,9821.61,10040.36,9821.61,69.04M,1.88%
1999/03/26,9822.24,9836.39,9853.32,9747.31,66.21M,-0.14%
1999/03/25,9836.39,9664.90,9841.94,9664.90,80.47M,1.75%
1999/03/24,9666.84,9671.56,9703.19,9625.21,72.99M,-0.05%
1999/03/23,9671.83,9890.23,9891.06,9632.71,87.51M,-2.21%
1999/03/22,9890.50,9902.28,9934.63,9874.97,61.21M,-0.13%
1999/03/19,9903.55,10001.23,10085.31,9899.94,117.43M,-0.94%
1999/03/18,9997.62,9873.90,10001.51,9845.83,86.48M,1.20%
1999/03/17,9879.40,9931.13,9960.71,9859.15,84.57M,-0.51%
1999/03/16,9930.47,9957.66,10001.78,9926.58,74.48M,-0.28%
1999/03/15,9958.77,9876.08,9970.15,9862.48,78.86M,0.83%
1999/03/12,9876.35,9897.72,9958.77,9861.92,97.76M,-0.21%
1999/03/11,9897.44,9769.96,9935.46,9769.96,97.87M,1.27%
1999/03/10,9772.84,9695.98,9776.17,9675.72,90.04M,0.82%
1999/03/09,9693.75,9725.39,9798.93,9669.89,96.62M,-0.35%
1999/03/08,9727.61,9737.19,9764.80,9674.33,78.54M,-0.09%
1999/03/05,9736.07,9467.67,9738.79,9467.67,97.21M,2.84%
1999/03/04,9467.40,9275.72,9480.71,9275.72,89.88M,2.06%
1999/03/03,9275.88,9296.44,9337.00,9211.23,74.64M,-0.23%
1999/03/02,9297.61,9324.24,9421.22,9268.00,79.71M,-0.29%
1999/03/01,9324.78,9307.39,9355.21,9222.63,80.90M,0.20%
1999/02/26,9306.57,9365.26,9398.40,9252.52,81.46M,-0.64%
1999/02/25,9366.34,9395.66,9396.19,9233.32,80.78M,-0.35%
1999/02/24,9399.66,9544.23,9600.13,9391.14,82.63M,-1.52%
1999/02/23,9544.41,9553.48,9611.33,9473.24,84.81M,-0.09%
1999/02/22,9552.67,9339.95,9558.28,9331.16,81.95M,2.28%
1999/02/19,9339.95,9299.17,9395.67,9267.71,73.11M,0.44%
1999/02/18,9298.63,9201.87,9308.76,9190.94,75.07M,1.12%
1999/02/17,9195.47,9289.78,9365.54,9179.21,83.35M,-1.09%
1999/02/16,9297.03,9277.31,9387.66,9234.73,76.97M,0.24%
1999/02/12,9274.89,9367.32,9389.98,9228.03,78.43M,-0.95%
1999/02/11,9363.45,9175.05,9363.46,9143.33,87.43M,2.03%
1999/02/10,9177.31,9133.91,9183.49,9099.04,86.03M,0.48%
1999/02/09,9133.03,9291.11,9305.02,9123.25,73.55M,-1.70%
1999/02/08,9291.11,9301.59,9334.88,9209.24,72.88M,-0.14%
1999/02/05,9304.24,9305.02,9347.24,9247.34,88.36M,0.00%
1999/02/04,9304.50,9365.15,9397.96,9274.89,88.34M,-0.67%
1999/02/03,9366.82,9272.58,9398.22,9239.62,89.76M,1.00%
1999/02/02,9274.12,9342.61,9344.92,9198.17,82.52M,-0.77%
1999/02/01,9345.69,9359.60,9430.66,9341.58,77.79M,-0.14%
1999/01/29,9358.82,9281.59,9383.28,9224.17,86.05M,0.83%
1999/01/28,9281.33,9203.57,9301.15,9203.57,80.49M,0.88%
1999/01/27,9200.23,9325.36,9385.86,9195.34,88.80M,-1.33%
1999/01/26,9324.58,9203.32,9329.99,9188.38,90.78M,1.32%
1999/01/25,9203.31,9120.67,9203.83,9063.26,89.25M,0.91%
1999/01/22,9120.67,9264.08,9264.59,9088.49,93.64M,-1.55%
1999/01/21,9264.07,9335.91,9377.36,9228.55,98.34M,-0.77%
1999/01/20,9335.92,9354.05,9480.09,9300.90,105.22M,-0.21%
1999/01/19,9355.22,9343.12,9399.25,9210.01,76.36M,0.16%
1999/01/15,9340.55,9127.16,9342.61,9127.16,79.44M,2.41%
1999/01/14,9120.93,9349.56,9359.08,9087.72,90.51M,-2.45%
1999/01/13,9349.56,9471.34,9471.34,9213.10,109.06M,-1.32%
1999/01/12,9474.68,9618.86,9620.15,9451.77,95.68M,-1.51%
1999/01/11,9619.89,9643.32,9643.32,9532.61,98.72M,-0.24%
